repo,urn,file,structure_signature
First1KGreek,tlg1487.tlg002.1st1K-grc1,tlg1487/tlg002/tlg1487.tlg002.1st1K-grc1.xml,chapter
First1KGreek,tlg1542.tlg001.1st1K-grc1,tlg1542/tlg001/tlg1542.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg1548.tlg001.1st1K-grc1,tlg1548/tlg001/tlg1548.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg1551.tlg002.1st1K-grc1,tlg1551/tlg002/tlg1551.tlg002.1st1K-grc1.xml,fragment
First1KGreek,tlg1562.tlg002.1st1K-grc1,tlg1562/tlg002/tlg1562.tlg002.1st1K-grc1.xml,fragment
First1KGreek,tlg1595.tlg370.1st1K-grc1,tlg1595/tlg370/tlg1595.tlg370.1st1K-grc1.xml,book+fragment
First1KGreek,tlg1596.tlg002.1st1K-grc1,tlg1596/tlg002/tlg1596.tlg002.1st1K-grc1.xml,fragment
First1KGreek,tlg1602.tlg001.1st1K-grc1,tlg1602/tlg001/tlg1602.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg1634.tlg002.1st1K-grc1,tlg1634/tlg002/tlg1634.tlg002.1st1K-grc1.xml,fragment
First1KGreek,tlg1664.tlg001.1st1K-grc1,tlg1664/tlg001/tlg1664.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg1665.tlg001.1st1K-grc1,tlg1665/tlg001/tlg1665.tlg001.1st1K-grc1.xml,fragment+l
First1KGreek,tlg1669.tlg004.1st1K-grc1,tlg1669/tlg004/tlg1669.tlg004.1st1K-grc1.xml,fragment+page
First1KGreek,tlg1681.tlg001.1st1K-grc1,tlg1681/tlg001/tlg1681.tlg001.1st1K-grc1.xml,epistle
First1KGreek,tlg1692.tlg005.1st1K-grc1,tlg1692/tlg005/tlg1692.tlg005.1st1K-grc1.xml,fragment
First1KGreek,tlg1705.tlg001.1st1K-grc1,tlg1705/tlg001/tlg1705.tlg001.1st1K-grc1.xml,epistle
First1KGreek,tlg1724.tlg001.1st1K-grc1,tlg1724/tlg001/tlg1724.tlg001.1st1K-grc1.xml,paragraph+l
First1KGreek,tlg1765.tlg004.1st1K-grc1,tlg1765/tlg004/tlg1765.tlg004.1st1K-grc1.xml,book
First1KGreek,tlg1799.tlg012.1st1K-grc1,tlg1799/tlg012/tlg1799.tlg012.1st1K-grc1.xml,chapter
First1KGreek,tlg1799.tlg013.1st1K-grc1,tlg1799/tlg013/tlg1799.tlg013.1st1K-grc1.xml,work
First1KGreek,tlg1799.tlg017.1st1K-grc1,tlg1799/tlg017/tlg1799.tlg017.1st1K-grc1.xml,work
First1KGreek,tlg1803.tlg001.1st1K-grc1,tlg1803/tlg001/tlg1803.tlg001.1st1K-grc1.xml,epistle
First1KGreek,tlg2018.tlg008.1st1K-grc1,tlg2018/tlg008/tlg2018.tlg008.1st1K-grc1.xml,letter
First1KGreek,tlg2018.tlg010.1st1K-grc1,tlg2018/tlg010/tlg2018.tlg010.1st1K-grc1.xml,fragment
First1KGreek,tlg2022.tlg060.1st1K-grc1,tlg2022/tlg060/tlg2022.tlg060.1st1K-grc1.xml,sentence
First1KGreek,tlg2023.tlg004.1st1K-grc1,tlg2023/tlg004/tlg2023.tlg004.1st1K-grc1.xml,page
First1KGreek,tlg2041.tlg001.1st1K-grc1,tlg2041/tlg001/tlg2041.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg2042.tlg006.1st1K-grc1,tlg2042/tlg006/tlg2042.tlg006.1st1K-grc1.xml,fragment
First1KGreek,tlg2042.tlg010.opp-grc1,tlg2042/tlg010/tlg2042.tlg010.opp-grc1.xml,fragment+l
First1KGreek,tlg2042.tlg011.opp-grc1,tlg2042/tlg011/tlg2042.tlg011.opp-grc1.xml,fragment
First1KGreek,tlg2042.tlg012.opp-grc1,tlg2042/tlg012/tlg2042.tlg012.opp-grc1.xml,fragment
First1KGreek,tlg2042.tlg014.opp-grc1,tlg2042/tlg014/tlg2042.tlg014.opp-grc1.xml,fragment
First1KGreek,tlg2042.tlg015.opp-grc1,tlg2042/tlg015/tlg2042.tlg015.opp-grc1.xml,fragment
First1KGreek,tlg2042.tlg016.opp-grc1,tlg2042/tlg016/tlg2042.tlg016.opp-grc1.xml,homilia
First1KGreek,tlg2042.tlg044.1st1K-grc1,tlg2042/tlg044/tlg2042.tlg044.1st1K-grc1.xml,psalm+verse
First1KGreek,tlg2042.tlg045.1st1K-grc1,tlg2042/tlg045/tlg2042.tlg045.1st1K-grc1.xml,epistle+paragraph
First1KGreek,tlg2136.tlg001.1st1K-grc1,tlg2136/tlg001/tlg2136.tlg001.1st1K-grc1.xml,fragment+l
First1KGreek,tlg2138.tlg001.1st1K-grc1,tlg2138/tlg001/tlg2138.tlg001.1st1K-grc1.xml,section
First1KGreek,tlg2139.tlg001.1st1K-grc1,tlg2139/tlg001/tlg2139.tlg001.1st1K-grc1.xml,section
First1KGreek,tlg2140.tlg001.1st1K-grc1,tlg2140/tlg001/tlg2140.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg2640.tlg001.1st1K-grc1,tlg2640/tlg001/tlg2640.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg2691.tlg002.1st1K-grc1,tlg2691/tlg002/tlg2691.tlg002.1st1K-grc1.xml,fragment
First1KGreek,tlg2959.tlg007.opp-grc1,tlg2959/tlg007/tlg2959.tlg007.opp-grc1.xml,fragment
First1KGreek,tlg2959.tlg008.opp-grc1,tlg2959/tlg008/tlg2959.tlg008.opp-grc1.xml,fragment
First1KGreek,tlg2959.tlg010.opp-grc1,tlg2959/tlg010/tlg2959.tlg010.opp-grc1.xml,fragment
First1KGreek,tlg2970.tlg001.1st1K-grc1,tlg2970/tlg001/tlg2970.tlg001.1st1K-grc1.xml,fragment
First1KGreek,tlg2972.tlg001.1st1K-grc1,tlg2972/tlg001/tlg2972.tlg001.1st1K-grc1.xml,sentence
First1KGreek,tlg3118.tlg001.1st1K-grc1,tlg3118/tlg001/tlg3118.tlg001.1st1K-grc1.xml,book+paragraph
First1KGreek,tlg3129.ogl001.1st1K-grc1,tlg3129/ogl001/tlg3129.ogl001.1st1K-grc1.xml,commentary+paragraph
First1KGreek,tlg4016.tlg005.1st1K-grc1,tlg4016/tlg005/tlg4016.tlg005.1st1K-grc1.xml,folio+l
First1KGreek,tlg4024.tlg002.1st1K-grc2,tlg4024/tlg002/tlg4024.tlg002.1st1K-grc2.xml,section
First1KGreek,tlg4026.tlg002.1st1K-grc1,tlg4026/tlg002/tlg4026.tlg002.1st1K-grc1.xml,apparatus+commentary+fragment
First1KGreek,tlg4026.tlg003.1st1K-grc1,tlg4026/tlg003/tlg4026.tlg003.1st1K-grc1.xml,fragment
First1KGreek,tlg4075.tlg002.1st1K-grc1,tlg4075/tlg002/tlg4075.tlg002.1st1K-grc1.xml,work
First1KGreek,tlg4090.tlg001.1st1K-grc1,tlg4090/tlg001/tlg4090.tlg001.1st1K-grc1.xml,book+commentary+paragraph+l
First1KGreek,tlg4170.tlg001d.1st1K-grc1,tlg4170/tlg001d/tlg4170.tlg001d.1st1K-grc1.xml,chapter
First1KGreek,tlg5022.tlg007.1st1K-grc1,tlg5022/tlg007/tlg5022.tlg007.1st1K-grc1.xml,work
First1KGreek,tlg5023.tlg001.1st1K-grc1,tlg5023/tlg001/tlg5023.tlg001.1st1K-grc1.xml,line+part+work+l
First1KGreek,tlg5034.tlg001a.perseus-grc1,tlg5034/tlg001a/tlg5034.tlg001a.perseus-grc1.xml,line+part+poem+l
First1KGreek,tlg5034.tlg001b.perseus-grc1,tlg5034/tlg001b/tlg5034.tlg001b.perseus-grc1.xml,line+poem
First1KGreek,tlg5034.tlg001c.perseus-grc1,tlg5034/tlg001c/tlg5034.tlg001c.perseus-grc1.xml,line+poem
First1KGreek,tlg5034.tlg001d.perseus-grc1,tlg5034/tlg001d/tlg5034.tlg001d.perseus-grc1.xml,line+poem
csel-dev,stoa0114a.stoa001.opp-lat1,stoa0114a/stoa001/stoa0114a.stoa001.opp-lat1.xml,(none)
csel-dev,stoa0114a.stoa002.opp-lat1,stoa0114a/stoa002/stoa0114a.stoa002.opp-lat1.xml,(none)
csel-dev,stoa0114a.stoa005.opp-lat1,stoa0114a/stoa005/stoa0114a.stoa005.opp-lat1.xml,(none)
csel-dev,stoa0114a.stoa006.opp-lat2,stoa0114a/stoa006/stoa0114a.stoa006.opp-lat2.xml,(none)
csel-dev,stoa0114a.stoa008.opp-lat1,stoa0114a/stoa008/stoa0114a.stoa008.opp-lat1.xml,book+letter+l
csel-dev,stoa0114a.stoa011.opp-lat1,stoa0114a/stoa011/stoa0114a.stoa011.opp-lat1.xml,(none)
csel-dev,stoa0114a.stoa012.opp-lat1,stoa0114a/stoa012/stoa0114a.stoa012.opp-lat1.xml,(none)
csel-dev,stoa0114a.stoa013.opp-lat1,stoa0114a/stoa013/stoa0114a.stoa013.opp-lat1.xml,(none)
csel-dev,stoa0114a.stoa014.opp-lat1,stoa0114a/stoa014/stoa0114a.stoa014.opp-lat1.xml,(none)
csel-dev,stoa0114a.stoa015.opp-lat1,stoa0114a/stoa015/stoa0114a.stoa015.opp-lat1.xml,(none)
csel-dev,stoa0117p.stoa001.opp-lat1,stoa0117p/stoa001/stoa0117p.stoa001.opp-lat1.xml,(none)
csel-dev,stoa0119.stoa002.opp-lat1,stoa0119/stoa002/stoa0119.stoa002.opp-lat1.xml,(none)
csel-dev,stoa0149b.stoa006.opp-lat1,stoa0149b/stoa006/stoa0149b.stoa006.opp-lat1.xml,book
csel-dev,stoa0149c.stoa001.opp-lat1,stoa0149c/stoa001/stoa0149c.stoa001.opp-lat1.xml,(none)
csel-dev,stoa0241d.stoa002.opp-lat1,stoa0241d/stoa002/stoa0241d.stoa002.opp-lat1.xml,book
csel-dev,stoa0244d.stoa005.opp-lat1,stoa0244d/stoa005/stoa0244d.stoa005.opp-lat1.xml,book+mss
csel-dev,stoa0245a.stoa001.opp-lat1,stoa0245a/stoa001/stoa0245a.stoa001.opp-lat1.xml,book+letter+l
csel-dev,stoa0245c.stoa001.opp-lat1,stoa0245c/stoa001/stoa0245c.stoa001.opp-lat1.xml,l
csel-dev,stoa0249a.stoa003.opp-lat1,stoa0249a/stoa003/stoa0249a.stoa003.opp-lat1.xml,(none)
csel-dev,stoa0251.stoa001.opp-lat1,stoa0251/stoa001/stoa0251.stoa001.opp-lat1.xml,(none)
csel-dev,stoa0252.stoa001.opp-lat1,stoa0252/stoa001/stoa0252.stoa001.opp-lat1.xml,(none)
csel-dev,stoa0252.stoa006.opp-lat1,stoa0252/stoa006/stoa0252.stoa006.opp-lat1.xml,(none)
csel-dev,stoa0252.stoa006.opp-lat2,stoa0252/stoa006/stoa0252.stoa006.opp-lat2.xml,(none)
csel-dev,stoa0252.stoa007.opp-lat1,stoa0252/stoa007/stoa0252.stoa007.opp-lat1.xml,(none)
csel-dev,stoa0252.stoa008.opp-lat1,stoa0252/stoa008/stoa0252.stoa008.opp-lat1.xml,book+section
csel-dev,stoa0329c.stoa001.opp-lat1,stoa0329c/stoa001/stoa0329c.stoa001.opp-lat1.xml,(none)
