urn,path,author,title,suggested_genre,confidence,family,proposed_subclass,structure_signature,match,needs_review,recommended_genre,notes
urn:cts:latinLit:stoa0045.stoa014.perseus-lat2,stoa0045/stoa014/stoa0045.stoa014.perseus-lat2.xml,"Ausonius, Decimus Magnus",Gratiarum Actio,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:stoa0045.stoa015.perseus-lat2,stoa0045/stoa015/stoa0045.stoa015.perseus-lat2.xml,"Ausonius, Decimus Magnus",Griphus Ternarii Numeri,verse-stichic,high,verse,verse-stichic,section+secton+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa016.perseus-lat2,stoa0045/stoa016/stoa0045.stoa016.perseus-lat2.xml,"Ausonius, Decimus Magnus",Liber Protrepticus ad Nepotem,verse-stichic,high,verse,verse-stichic,section+subsection+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa017.perseus-lat2,stoa0045/stoa017/stoa0045.stoa017.perseus-lat2.xml,"Ausonius, Decimus Magnus",[Libri de Fastis] Conclusio,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa018.perseus-lat2,stoa0045/stoa018/stoa0045.stoa018.perseus-lat2.xml,"Ausonius, Decimus Magnus",Ludus Septem Sapientum,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa019.perseus-lat2,stoa0045/stoa019/stoa0045.stoa019.perseus-lat2.xml,"Ausonius, Decimus Magnus",Mosella,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa020.perseus-lat2,stoa0045/stoa020/stoa0045.stoa020.perseus-lat2.xml,"Ausonius, Decimus Magnus",Oratio Versibus Rhopalicis,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa021.perseus-lat2,stoa0045/stoa021/stoa0045.stoa021.perseus-lat2.xml,"Ausonius, Decimus Magnus",Ordo Urbium Nobilium,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0045.stoa022.perseus-lat2,stoa0045/stoa022/stoa0045.stoa022.perseus-lat2.xml,"Ausonius, Decimus Magnus",Parentalia,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa025.perseus-lat2,stoa0045/stoa025/stoa0045.stoa025.perseus-lat2.xml,"Ausonius, Decimus Magnus",Praefatiunculae,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa026.perseus-lat2,stoa0045/stoa026/stoa0045.stoa026.perseus-lat2.xml,"Ausonius, Decimus Magnus",Precationes,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0045.stoa027.perseus-lat2,stoa0045/stoa027/stoa0045.stoa027.perseus-lat2.xml,"Ausonius, Decimus Magnus",Versus Paschales Prosodic,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0045.stoa028.perseus-lat2,stoa0045/stoa028/stoa0045.stoa028.perseus-lat2.xml,"Ausonius, Decimus Magnus",Technopaegnion,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0058.stoa001.perseus-eng1,stoa0058/stoa001/stoa0058.stoa001.perseus-eng1.xml,Boethius,De consolatione philosophiae,prose,medium,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:stoa0058.stoa001.perseus-lat2,stoa0058/stoa001/stoa0058.stoa001.perseus-lat2.xml,Boethius,De consolatione philosophiae,prose,medium,prose,prose-book-section,book+section+l,ready,false,prose-book-section,
urn:cts:latinLit:stoa0058.stoa003.perseus-eng1,stoa0058/stoa003/stoa0058.stoa003.perseus-eng1.xml,Boethius,Quomodo Substantiae in Eo Quod Sint Bonae Sint Cum Non Sint Substantialia Bona,prose,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:stoa0058.stoa003.perseus-lat1,stoa0058/stoa003/stoa0058.stoa003.perseus-lat1.xml,Boethius,Quomodo Substantiae in Eo Quod Sint Bonae Sint Cum Non Sint Substantialia Bona,prose,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:stoa0058.stoa006.perseus-eng1,stoa0058/stoa006/stoa0058.stoa006.perseus-eng1.xml,Boethius,De Fide Catholica,prose-section,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:stoa0058.stoa006.perseus-lat1,stoa0058/stoa006/stoa0058.stoa006.perseus-lat1.xml,Boethius,De Fide Catholica,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:stoa0058.stoa023.perseus-eng1,stoa0058/stoa023/stoa0058.stoa023.perseus-eng1.xml,Boethius,Liber De Persona et Duabus Naturis Contra Eutychen Et Nestorium,prose-section,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:stoa0058.stoa023.perseus-lat1,stoa0058/stoa023/stoa0058.stoa023.perseus-lat1.xml,Boethius,Liber De Persona et Duabus Naturis Contra Eutychen Et Nestorium,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:stoa0058.stoa025.perseus-eng1,stoa0058/stoa025/stoa0058.stoa025.perseus-eng1.xml,Boethius,Quomodo Trinitas Unus Deus Ac Non Tres Dii (De Trinitate),prose-section,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:stoa0058.stoa025.perseus-lat1,stoa0058/stoa025/stoa0058.stoa025.perseus-lat1.xml,Boethius,Quomodo Trinitas Unus Deus Ac Non Tres Dii (De Trinitate),prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:stoa0058.stoa028.perseus-eng1,stoa0058/stoa028/stoa0058.stoa028.perseus-eng1.xml,Boethius,Utrum Pater Et Filius Ac Spiritus Sanctus De Divinitate Substantialiter Praedicentur Liber,prose,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:stoa0058.stoa028.perseus-lat1,stoa0058/stoa028/stoa0058.stoa028.perseus-lat1.xml,Boethius,Utrum Pater Et Filius Ac Spiritus Sanctus De Divinitate Substantialiter Praedicentur Liber,prose,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:stoa0089.stoa001.perseus-eng1,stoa0089/stoa001/stoa0089.stoa001.perseus-eng1.xml,Claudian,Carminum minorum corpusculum,verse-poem-line,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa001.perseus-lat2,stoa0089/stoa001/stoa0089.stoa001.perseus-lat2.xml,Claudian,Carminum minorum corpusculum,verse-poem-line,high,verse,verse-poem-line,poem+section+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa002.perseus-eng1,stoa0089/stoa002/stoa0089.stoa002.perseus-eng1.xml,Claudian,de bello Gildonico,verse-book-line,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa002.perseus-lat2,stoa0089/stoa002/stoa0089.stoa002.perseus-lat2.xml,Claudian,de bello Gildonico,verse-book-line,high,verse,verse-book-line,book+l,ready,false,verse-book-line,
urn:cts:latinLit:stoa0089.stoa003.perseus-eng1,stoa0089/stoa003/stoa0089.stoa003.perseus-eng1.xml,Claudian,de Bello Gothico,verse-book-line,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa003.perseus-lat2,stoa0089/stoa003/stoa0089.stoa003.perseus-lat2.xml,Claudian,de Bello Gothico,verse-book-line,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa004.perseus-eng1,stoa0089/stoa004/stoa0089.stoa004.perseus-eng1.xml,Claudian,de consulatu Stilichonis,verse-book-line,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa004.perseus-lat2,stoa0089/stoa004/stoa0089.stoa004.perseus-lat2.xml,Claudian,de consulatu Stilichonis,verse-book-line,high,verse,verse-book-poem-line,book+poem+l,ready,false,verse-book-poem-line,
urn:cts:latinLit:stoa0089.stoa005.perseus-eng1,stoa0089/stoa005/stoa0089.stoa005.perseus-eng1.xml,Claudian,de raptu Proserpinae,verse-book-line,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa005.perseus-lat2,stoa0089/stoa005/stoa0089.stoa005.perseus-lat2.xml,Claudian,de raptu Proserpinae,verse-book-line,high,verse,verse-book-poem-line,book+poem+l,ready,false,verse-book-poem-line,
urn:cts:latinLit:stoa0089.stoa006.perseus-eng1,stoa0089/stoa006/stoa0089.stoa006.perseus-eng1.xml,Claudian,Epithalamium de nuptiis Honorii Augusti,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa006.perseus-lat2,stoa0089/stoa006/stoa0089.stoa006.perseus-lat2.xml,Claudian,Epithalamium de nuptiis Honorii Augusti,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa007.perseus-eng1,stoa0089/stoa007/stoa0089.stoa007.perseus-eng1.xml,Claudian,Fescinnina de nuptiis Honorii Augusti,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa007.perseus-lat2,stoa0089/stoa007/stoa0089.stoa007.perseus-lat2.xml,Claudian,Fescinnina de nuptiis Honorii Augusti,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa008.perseus-eng1,stoa0089/stoa008/stoa0089.stoa008.perseus-eng1.xml,Claudian,In Eutropium,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa008.perseus-lat2,stoa0089/stoa008/stoa0089.stoa008.perseus-lat2.xml,Claudian,In Eutropium,verse-stichic,high,verse,verse-book-poem-line,book+poem+l,ready,false,verse-book-poem-line,
urn:cts:latinLit:stoa0089.stoa009.perseus-eng1,stoa0089/stoa009/stoa0089.stoa009.perseus-eng1.xml,Claudian,In Rufinum,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa009.perseus-lat2,stoa0089/stoa009/stoa0089.stoa009.perseus-lat2.xml,Claudian,In Rufinum,verse-stichic,high,verse,verse-book-poem-line,book+poem+l,ready,false,verse-book-poem-line,
urn:cts:latinLit:stoa0089.stoa010.perseus-eng1,stoa0089/stoa010/stoa0089.stoa010.perseus-eng1.xml,Claudian,Panegyricus de tertio consulatu Honorii Augusti,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa010.perseus-lat2,stoa0089/stoa010/stoa0089.stoa010.perseus-lat2.xml,Claudian,Panegyricus de tertio consulatu Honorii Augusti,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa011.perseus-eng1,stoa0089/stoa011/stoa0089.stoa011.perseus-eng1.xml,Claudian,Panegyricus de quarto consulatu Honorii Augusti,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa011.perseus-lat2,stoa0089/stoa011/stoa0089.stoa011.perseus-lat2.xml,Claudian,Panegyricus de quarto consulatu Honorii Augusti,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa012.perseus-eng1,stoa0089/stoa012/stoa0089.stoa012.perseus-eng1.xml,Claudian,Panegyricus de sexto consulatu Honorii Augusti,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa012.perseus-lat2,stoa0089/stoa012/stoa0089.stoa012.perseus-lat2.xml,Claudian,Panegyricus de sexto consulatu Honorii Augusti,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa013.perseus-eng1,stoa0089/stoa013/stoa0089.stoa013.perseus-eng1.xml,Claudian,Panegyricus dictus Manlio Theodoro consuli,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa013.perseus-lat2,stoa0089/stoa013/stoa0089.stoa013.perseus-lat2.xml,Claudian,Panegyricus dictus Manlio Theodoro consuli,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0089.stoa014.perseus-eng1,stoa0089/stoa014/stoa0089.stoa014.perseus-eng1.xml,Claudian,Panegyricus dictus Probino et Olybrio consulibus,verse-stichic,high,verse,verse-stichic,(none),review,true,verse-stichic,
urn:cts:latinLit:stoa0089.stoa014.perseus-lat2,stoa0089/stoa014/stoa0089.stoa014.perseus-lat2.xml,Claudian,Panegyricus dictus Probino et Olybrio consulibus,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0162.stoa004.perseus-lat2,stoa0162/stoa004/stoa0162.stoa004.perseus-lat2.xml,"Jerome, Saint",Epistolae,prose-epistle,high,prose,prose-section,letter+section,ready,false,prose-section,
urn:cts:latinLit:stoa0203.stoa001.perseus-lat2,stoa0203/stoa001/stoa0203.stoa001.perseus-lat2.xml,"Minucius Felix, Marcus",Octavius,prose-chapter,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:latinLit:stoa0238.stoa001.perseus-lat2,stoa0238/stoa001/stoa0238.stoa001.perseus-lat2.xml,Prudentius,Liber Peristephanon,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0238.stoa002.perseus-lat2,stoa0238/stoa002/stoa0238.stoa002.perseus-lat2.xml,Prudentius,Psychomachia,verse-stichic,high,verse,verse-stichic,preface+section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0238.stoa003.perseus-lat2,stoa0238/stoa003/stoa0238.stoa003.perseus-lat2.xml,Prudentius,Praefatio,verse-stichic,high,verse,verse-book-line,book+l,ready,false,verse-book-line,
urn:cts:latinLit:stoa0238.stoa004.perseus-lat2,stoa0238/stoa004/stoa0238.stoa004.perseus-lat2.xml,Prudentius,Cathemerina,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0238.stoa005.perseus-lat2,stoa0238/stoa005/stoa0238.stoa005.perseus-lat2.xml,Prudentius,Apotheosis,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0238.stoa006.perseus-lat2,stoa0238/stoa006/stoa0238.stoa006.perseus-lat2.xml,Prudentius,Hamartigenia,verse-stichic,high,verse,verse-stichic,preface+section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0238.stoa007.perseus-lat2,stoa0238/stoa007/stoa0238.stoa007.perseus-lat2.xml,Prudentius,Contra Orationem Symmachia,verse-stichic,high,verse,verse-book-line,book+section+l,ready,false,verse-book-line,
urn:cts:latinLit:stoa0238.stoa008.perseus-lat2,stoa0238/stoa008/stoa0238.stoa008.perseus-lat2.xml,Prudentius,Dittochaeon,verse-stichic,high,verse,verse-poem-line,poem+l,ready,false,verse-poem-line,
urn:cts:latinLit:stoa0238.stoa009.perseus-lat2,stoa0238/stoa009/stoa0238.stoa009.perseus-lat2.xml,Prudentius,Epilogus,verse-stichic,high,verse,verse-stichic,section+l,ready,false,verse-stichic,
urn:cts:latinLit:stoa0255.stoa004.perseus-lat2,stoa0255/stoa004/stoa0255.stoa004.perseus-lat2.xml,"Seneca, Lucius Annaeus",De Brevitate Vitae,prose-section,high,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa006.perseus-lat2,stoa0255/stoa006/stoa0255.stoa006.perseus-lat2.xml,"Seneca, Lucius Annaeus",De consolatione ad Helviam,prose-section,high,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa007.perseus-lat2,stoa0255/stoa007/stoa0255.stoa007.perseus-lat2.xml,"Seneca, Lucius Annaeus",De consolatione ad Marciam,prose-section,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa008.perseus-lat2,stoa0255/stoa008/stoa0255.stoa008.perseus-lat2.xml,"Seneca, Lucius Annaeus",De consolatione ad Polybium,prose-section,high,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa009.perseus-lat2,stoa0255/stoa009/stoa0255.stoa009.perseus-lat2.xml,"Seneca, Lucius Annaeus",De Constantia,prose-section,high,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa010.perseus-lat2,stoa0255/stoa010/stoa0255.stoa010.perseus-lat2.xml,"Seneca, Lucius Annaeus",De Ira,prose-section,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa011.perseus-lat2,stoa0255/stoa011/stoa0255.stoa011.perseus-lat2.xml,"Seneca, Lucius Annaeus",De Otio Sapientis,prose-section,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa012.perseus-lat2,stoa0255/stoa012/stoa0255.stoa012.perseus-lat2.xml,"Seneca, Lucius Annaeus",De Providentia,prose-section,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa013.perseus-lat2,stoa0255/stoa013/stoa0255.stoa013.perseus-lat2.xml,"Seneca, Lucius Annaeus",De Tranquilitate Animi,prose-section,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:latinLit:stoa0255.stoa014.perseus-lat2,stoa0255/stoa014/stoa0255.stoa014.perseus-lat2.xml,"Seneca, Lucius Annaeus",De Vita Beata,prose-section,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:latinLit:stoa0275.stoa001.opp-lat1,stoa0275/stoa001/stoa0275.stoa001.opp-lat1.xml,Tertullian,Ad Martyras,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa002.opp-lat1,stoa0275/stoa002/stoa0275.stoa002.opp-lat1.xml,Tertullian,Ad Nationes Libri Duo,prose-chapter,high,prose,prose-book-chapter,book+chapter+l,ready,false,prose-book-chapter,
urn:cts:latinLit:stoa0275.stoa003.opp-lat1,stoa0275/stoa003/stoa0275.stoa003.opp-lat1.xml,Tertullian,Ad Scapulam,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa004.opp-lat1,stoa0275/stoa004/stoa0275.stoa004.opp-lat1.xml,Tertullian,Adversus Hermogenem,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa005.opp-lat1,stoa0275/stoa005/stoa0275.stoa005.opp-lat1.xml,Tertullian,Adversus Judaeos Liber,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa006.opp-lat1,stoa0275/stoa006/stoa0275.stoa006.opp-lat1.xml,Tertullian,Adversus Marcionem,prose,high,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:latinLit:stoa0275.stoa007.opp-lat1,stoa0275/stoa007/stoa0275.stoa007.opp-lat1.xml,Tertullian,Adversus Praxean,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa008.opp-lat1,stoa0275/stoa008/stoa0275.stoa008.opp-lat1.xml,Tertullian,Adversus Valentinianos,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa009.perseus-lat2,stoa0275/stoa009/stoa0275.stoa009.perseus-lat2.xml,Tertullian,Apologeticum,prose-section,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:latinLit:stoa0275.stoa010.opp-lat1,stoa0275/stoa010/stoa0275.stoa010.opp-lat1.xml,Tertullian,De Anima,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa011.opp-lat1,stoa0275/stoa011/stoa0275.stoa011.opp-lat1.xml,Tertullian,De Baptismo,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa012.opp-lat1,stoa0275/stoa012/stoa0275.stoa012.opp-lat1.xml,Tertullian,De Carne Christi,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa013.opp-lat1,stoa0275/stoa013/stoa0275.stoa013.opp-lat1.xml,Tertullian,De Corona,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa014.opp-lat1,stoa0275/stoa014/stoa0275.stoa014.opp-lat1.xml,Tertullian,De Cultu Feminarum,prose,high,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:latinLit:stoa0275.stoa015.opp-lat1,stoa0275/stoa015/stoa0275.stoa015.opp-lat1.xml,Tertullian,De Exhortatione Castitatis Liber,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa016.opp-lat1,stoa0275/stoa016/stoa0275.stoa016.opp-lat1.xml,Tertullian,De Fuga in Persecutione,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa017.opp-lat1,stoa0275/stoa017/stoa0275.stoa017.opp-lat1.xml,Tertullian,De idolatria,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa018.opp-lat1,stoa0275/stoa018/stoa0275.stoa018.opp-lat1.xml,Tertullian,De ieiunio adversus psychicos,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa019.opp-lat1,stoa0275/stoa019/stoa0275.stoa019.opp-lat1.xml,Tertullian,De Monogamia,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa020.opp-lat1,stoa0275/stoa020/stoa0275.stoa020.opp-lat1.xml,Tertullian,De Oratione,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa021.opp-lat1,stoa0275/stoa021/stoa0275.stoa021.opp-lat1.xml,Tertullian,De Paenitentia,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa022.opp-lat1,stoa0275/stoa022/stoa0275.stoa022.opp-lat1.xml,Tertullian,De Pallio,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa023.opp-lat1,stoa0275/stoa023/stoa0275.stoa023.opp-lat1.xml,Tertullian,De Patientia,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa024.opp-lat1,stoa0275/stoa024/stoa0275.stoa024.opp-lat1.xml,Tertullian,De Praescriptionibus Hereticorum,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa025.opp-lat1,stoa0275/stoa025/stoa0275.stoa025.opp-lat1.xml,Tertullian,De Pudicitia,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa026.opp-lat1,stoa0275/stoa026/stoa0275.stoa026.opp-lat1.xml,Tertullian,De Carnis Resurrectione,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa027.perseus-lat2,stoa0275/stoa027/stoa0275.stoa027.perseus-lat2.xml,Tertullian,De Spectaculis,prose,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:latinLit:stoa0275.stoa028.opp-lat1,stoa0275/stoa028/stoa0275.stoa028.opp-lat1.xml,Tertullian,De Testimionio Animae,prose,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa029.opp-lat1,stoa0275/stoa029/stoa0275.stoa029.opp-lat1.xml,Tertullian,De Virginibus Velandis,prose-chapter,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0275.stoa030.opp-lat1,stoa0275/stoa030/stoa0275.stoa030.opp-lat1.xml,Tertullian,Scorpiace,prose-section,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:stoa0276.stoa002.opp-lat1,stoa0276/stoa002/stoa0276.stoa002.opp-lat1.xml,Pseudo-Tertullian,Ad Uxorem,prose-epistle,high,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:latinLit:phi0972.phi001f.perseus-lat1,phi0972/phi001f/phi0972.phi001f.perseus-lat1.xml,Petronius,Fragmenta,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0972.phi001f.perseus-eng1,phi0972/phi001f/phi0972.phi001f.perseus-eng1.xml,Petronius,Fragments (English),prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0972.phi001p.perseus-lat1,phi0972/phi001p/phi0972.phi001p.perseus-lat1.xml,Petronius,Carmina,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0972.phi001p.perseus-eng1,phi0972/phi001p/phi0972.phi001p.perseus-eng1.xml,Petronius,Poems (English),prose-section,high,prose,prose-section,section,ready,false,prose-section,
