urn,path,author,title,suggested_genre,confidence,family,proposed_subclass,structure_signature,match,needs_review,recommended_genre,notes
urn:cts:latinLit:phi0119.phi001.perseus-eng2,phi0119/phi001/phi0119.phi001.perseus-eng2.xml,"Plautus, Titus Maccius",Amphitruo,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi001.perseus-lat2,phi0119/phi001/phi0119.phi001.perseus-lat2.xml,"Plautus, Titus Maccius",Amphitruo,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi002.perseus-eng2,phi0119/phi002/phi0119.phi002.perseus-eng2.xml,"Plautus, Titus Maccius",Asinaria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi002.perseus-lat2,phi0119/phi002/phi0119.phi002.perseus-lat2.xml,"Plautus, Titus Maccius",Asinaria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi003.perseus-eng2,phi0119/phi003/phi0119.phi003.perseus-eng2.xml,"Plautus, Titus Maccius",Aulularia,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi003.perseus-lat2,phi0119/phi003/phi0119.phi003.perseus-lat2.xml,"Plautus, Titus Maccius",Aulularia,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi004.perseus-eng2,phi0119/phi004/phi0119.phi004.perseus-eng2.xml,"Plautus, Titus Maccius",Bacchides,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi004.perseus-lat2,phi0119/phi004/phi0119.phi004.perseus-lat2.xml,"Plautus, Titus Maccius",Bacchides,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi005.perseus-eng2,phi0119/phi005/phi0119.phi005.perseus-eng2.xml,"Plautus, Titus Maccius",Captivi,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi005.perseus-lat2,phi0119/phi005/phi0119.phi005.perseus-lat2.xml,"Plautus, Titus Maccius",Captivi,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi006.perseus-eng2,phi0119/phi006/phi0119.phi006.perseus-eng2.xml,"Plautus, Titus Maccius",Casina,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi006.perseus-lat2,phi0119/phi006/phi0119.phi006.perseus-lat2.xml,"Plautus, Titus Maccius",Casina,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi007.perseus-eng2,phi0119/phi007/phi0119.phi007.perseus-eng2.xml,"Plautus, Titus Maccius",Cistellaria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi007.perseus-lat2,phi0119/phi007/phi0119.phi007.perseus-lat2.xml,"Plautus, Titus Maccius",Cistellaria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi008.perseus-eng2,phi0119/phi008/phi0119.phi008.perseus-eng2.xml,"Plautus, Titus Maccius",Curculio,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi008.perseus-lat2,phi0119/phi008/phi0119.phi008.perseus-lat2.xml,"Plautus, Titus Maccius",Curculio,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi009.perseus-eng2,phi0119/phi009/phi0119.phi009.perseus-eng2.xml,"Plautus, Titus Maccius",Epidicus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi009.perseus-lat2,phi0119/phi009/phi0119.phi009.perseus-lat2.xml,"Plautus, Titus Maccius",Epidicus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi010.perseus-eng2,phi0119/phi010/phi0119.phi010.perseus-eng2.xml,"Plautus, Titus Maccius",Menaechmi,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi010.perseus-lat2,phi0119/phi010/phi0119.phi010.perseus-lat2.xml,"Plautus, Titus Maccius",Menaechmi,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi011.perseus-eng2,phi0119/phi011/phi0119.phi011.perseus-eng2.xml,"Plautus, Titus Maccius",Mercator,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi011.perseus-lat2,phi0119/phi011/phi0119.phi011.perseus-lat2.xml,"Plautus, Titus Maccius",Mercator,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi012.perseus-eng2,phi0119/phi012/phi0119.phi012.perseus-eng2.xml,"Plautus, Titus Maccius",Miles Gloriosus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi012.perseus-lat2,phi0119/phi012/phi0119.phi012.perseus-lat2.xml,"Plautus, Titus Maccius",Miles Gloriosus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi013.perseus-eng2,phi0119/phi013/phi0119.phi013.perseus-eng2.xml,"Plautus, Titus Maccius",Mostellaria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi013.perseus-lat2,phi0119/phi013/phi0119.phi013.perseus-lat2.xml,"Plautus, Titus Maccius",Mostellaria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi014.perseus-eng2,phi0119/phi014/phi0119.phi014.perseus-eng2.xml,"Plautus, Titus Maccius",Persa,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi014.perseus-lat2,phi0119/phi014/phi0119.phi014.perseus-lat2.xml,"Plautus, Titus Maccius",Persa,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi015.perseus-eng2,phi0119/phi015/phi0119.phi015.perseus-eng2.xml,"Plautus, Titus Maccius",Poenulus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi015.perseus-lat2,phi0119/phi015/phi0119.phi015.perseus-lat2.xml,"Plautus, Titus Maccius",Poenulus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi016.perseus-eng2,phi0119/phi016/phi0119.phi016.perseus-eng2.xml,"Plautus, Titus Maccius",Pseudolus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi016.perseus-lat2,phi0119/phi016/phi0119.phi016.perseus-lat2.xml,"Plautus, Titus Maccius",Pseudolus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi017.perseus-eng2,phi0119/phi017/phi0119.phi017.perseus-eng2.xml,"Plautus, Titus Maccius",Rudens,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi017.perseus-lat2,phi0119/phi017/phi0119.phi017.perseus-lat2.xml,"Plautus, Titus Maccius",Rudens,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi018.perseus-eng2,phi0119/phi018/phi0119.phi018.perseus-eng2.xml,"Plautus, Titus Maccius",Stichus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi018.perseus-lat2,phi0119/phi018/phi0119.phi018.perseus-lat2.xml,"Plautus, Titus Maccius",Stichus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi019.perseus-eng2,phi0119/phi019/phi0119.phi019.perseus-eng2.xml,"Plautus, Titus Maccius",Trinummus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi019.perseus-lat2,phi0119/phi019/phi0119.phi019.perseus-lat2.xml,"Plautus, Titus Maccius",Trinummus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi020.perseus-eng2,phi0119/phi020/phi0119.phi020.perseus-eng2.xml,"Plautus, Titus Maccius",Truculentus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0119.phi020.perseus-lat2,phi0119/phi020/phi0119.phi020.perseus-lat2.xml,"Plautus, Titus Maccius",Truculentus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi001.perseus-eng2,phi0134/phi001/phi0134.phi001.perseus-eng2.xml,Terence,Andria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi001.perseus-lat2,phi0134/phi001/phi0134.phi001.perseus-lat2.xml,Terence,Andria,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi002.perseus-eng2,phi0134/phi002/phi0134.phi002.perseus-eng2.xml,Terence,Heautontimorumenos,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi002.perseus-lat2,phi0134/phi002/phi0134.phi002.perseus-lat2.xml,Terence,Heautontimorumenos,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi003.perseus-eng2,phi0134/phi003/phi0134.phi003.perseus-eng2.xml,Terence,Eunuchus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi003.perseus-lat2,phi0134/phi003/phi0134.phi003.perseus-lat2.xml,Terence,Eunuchus,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi004.perseus-eng2,phi0134/phi004/phi0134.phi004.perseus-eng2.xml,Terence,Phormio,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi004.perseus-lat2,phi0134/phi004/phi0134.phi004.perseus-lat2.xml,Terence,Phormio,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi005.perseus-eng2,phi0134/phi005/phi0134.phi005.perseus-eng2.xml,Terence,Hecyra,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi005.perseus-lat2,phi0134/phi005/phi0134.phi005.perseus-lat2.xml,Terence,Hecyra,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi006.perseus-eng2,phi0134/phi006/phi0134.phi006.perseus-eng2.xml,Terence,Adelphi,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0134.phi006.perseus-lat2,phi0134/phi006/phi0134.phi006.perseus-lat2.xml,Terence,Adelphi,drama-line,high,drama,drama-act-scene-line,act+scene+l,ready,false,drama-act-scene-line,
urn:cts:latinLit:phi0426.phi001.perseus-eng1,phi0426/phi001/phi0426.phi001.perseus-eng1.xml,Pseudo-Caesar,De Bello Africo,prose-standard,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:phi0426.phi001.perseus-lat1,phi0426/phi001/phi0426.phi001.perseus-lat1.xml,Pseudo-Caesar,De Bello Africo,prose-standard,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:phi0428.phi001.perseus-eng1,phi0428/phi001/phi0428.phi001.perseus-eng1.xml,Pseudo-Caesar,De Bello Alexandrino,prose-standard,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:phi0428.phi001.perseus-lat1,phi0428/phi001/phi0428.phi001.perseus-lat1.xml,Pseudo-Caesar,De Bello Alexandrino,prose-standard,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:phi0430.phi001.perseus-lat1,phi0430/phi001/phi0430.phi001.perseus-lat1.xml,Pseudo-Caesar,De Bello Hispaniensi,prose-standard,high,prose,prose-chapter,chapter,ready,false,prose-chapter,
urn:cts:latinLit:phi0448.phi001.perseus-eng2,phi0448/phi001/phi0448.phi001.perseus-eng2.xml,Julius Caesar,Gallic War,prose-book-chapter,high,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:latinLit:phi0448.phi001.perseus-lat2,phi0448/phi001/phi0448.phi001.perseus-lat2.xml,Julius Caesar,Gallic War,prose-book-chapter,high,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:latinLit:phi0448.phi002.perseus-eng2,phi0448/phi002/phi0448.phi002.perseus-eng2.xml,Julius Caesar,Civil War,prose-standard,high,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:latinLit:phi0448.phi002.perseus-eng3,phi0448/phi002/phi0448.phi002.perseus-eng3.xml,Julius Caesar,Civil War,prose-standard,high,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:latinLit:phi0448.phi002.perseus-lat2,phi0448/phi002/phi0448.phi002.perseus-lat2.xml,Julius Caesar,Civil War,prose-standard,high,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:latinLit:phi0448.phi002.perseus-lat3,phi0448/phi002/phi0448.phi002.perseus-lat3.xml,Julius Caesar,Civil War,prose-standard,high,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:latinLit:phi0472.phi001.perseus-eng3,phi0472/phi001/phi0472.phi001.perseus-eng3.xml,"Catullus, C. Valerius",Carmina,verse-poem-line,medium,verse,verse-poem-line,poem+section+l,ready,false,verse-poem-line,
urn:cts:latinLit:phi0472.phi001.perseus-eng4,phi0472/phi001/phi0472.phi001.perseus-eng4.xml,"Catullus, C. Valerius",Carmina,verse-poem-line,medium,verse,verse-poem-line,poem+textpart+l,ready,false,verse-poem-line,
urn:cts:latinLit:phi0472.phi001.perseus-lat2,phi0472/phi001/phi0472.phi001.perseus-lat2.xml,"Catullus, C. Valerius",Carmina,verse-poem-line,medium,verse,verse-book-poem-line,book+poem+l,ready,false,verse-book-poem-line,
urn:cts:latinLit:phi0474.phi001.perseus-eng2,phi0474/phi001/phi0474.phi001.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro P. Quinctio,prose-section,high,prose,prose-section,commentary+section+l,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi001.perseus-lat2,phi0474/phi001/phi0474.phi001.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro P. Quinctio,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi002.perseus-eng2,phi0474/phi002/phi0474.phi002.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro S. Roscio Amerino,prose-section,high,prose,prose-section,commentary+section+l,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi002.perseus-lat2,phi0474/phi002/phi0474.phi002.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro S. Roscio Amerino,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi003.perseus-eng2,phi0474/phi003/phi0474.phi003.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro Q. Roscio Comoedo,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi003.perseus-lat2,phi0474/phi003/phi0474.phi003.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro Q. Roscio Comoedo,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi004.perseus-eng2,phi0474/phi004/phi0474.phi004.perseus-eng2.xml,"Cicero, Marcus Tullius",Divinatio in Q. Caecilium,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi004.perseus-lat2,phi0474/phi004/phi0474.phi004.perseus-lat2.xml,"Cicero, Marcus Tullius",Divinatio in Q. Caecilium,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi005.perseus-eng2,phi0474/phi005/phi0474.phi005.perseus-eng2.xml,"Cicero, Marcus Tullius",In C. Verrem,prose-section,high,prose,prose-book-section,actio+book+commentary+section,ready,false,prose-book-section,
urn:cts:latinLit:phi0474.phi005.perseus-lat2,phi0474/phi005/phi0474.phi005.perseus-lat2.xml,"Cicero, Marcus Tullius",In C. Verrem,prose-section,high,prose,prose-book-section,actio+book+section,ready,false,prose-book-section,
urn:cts:latinLit:phi0474.phi006.perseus-eng2,phi0474/phi006/phi0474.phi006.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro M. Tullio,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi006.perseus-lat2,phi0474/phi006/phi0474.phi006.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro M. Tullio,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi007.perseus-eng2,phi0474/phi007/phi0474.phi007.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro Fonteio,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi007.perseus-lat2,phi0474/phi007/phi0474.phi007.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro Fonteio,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi008.perseus-eng2,phi0474/phi008/phi0474.phi008.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro A. Caecina,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi008.perseus-lat2,phi0474/phi008/phi0474.phi008.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro A. Caecina,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi009.perseus-eng2,phi0474/phi009/phi0474.phi009.perseus-eng2.xml,"Cicero, Marcus Tullius",De Imperio Cn. Pompei Ad Quirites,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi009.perseus-lat2,phi0474/phi009/phi0474.phi009.perseus-lat2.xml,"Cicero, Marcus Tullius",De Imperio Cn. Pompei Ad Quirites,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi010.perseus-eng2,phi0474/phi010/phi0474.phi010.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro A. Cluentio,prose-section,high,prose,prose-section,commentary+section+l,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi010.perseus-lat2,phi0474/phi010/phi0474.phi010.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro A. Cluentio,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi011.perseus-eng2,phi0474/phi011/phi0474.phi011.perseus-eng2.xml,"Cicero, Marcus Tullius",De Lege Agraria,prose-section,high,prose,prose-section,commentary+section+speech,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi011.perseus-lat2,phi0474/phi011/phi0474.phi011.perseus-lat2.xml,"Cicero, Marcus Tullius",De Lege Agraria,prose-section,high,prose,prose-section,section+speech,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi012.perseus-eng3,phi0474/phi012/phi0474.phi012.perseus-eng3.xml,"Cicero, Marcus Tullius",Pro C. Rabirio Perduellionis Reo Ad Quirites,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi012.perseus-lat2,phi0474/phi012/phi0474.phi012.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro C. Rabirio Perduellionis Reo Ad Quirites,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi013.perseus-eng2,phi0474/phi013/phi0474.phi013.perseus-eng2.xml,"Cicero, Marcus Tullius",In Catilinam,prose-section,high,prose,prose-section,commentary+section+speech,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi013.perseus-lat2,phi0474/phi013/phi0474.phi013.perseus-lat2.xml,"Cicero, Marcus Tullius",In Catilinam,prose-section,high,prose,prose-section,section+speech,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi014.perseus-eng2,phi0474/phi014/phi0474.phi014.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro L. Murena,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi014.perseus-lat2,phi0474/phi014/phi0474.phi014.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro L. Murena,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi015.perseus-eng2,phi0474/phi015/phi0474.phi015.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro P. Sulla,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi015.perseus-lat2,phi0474/phi015/phi0474.phi015.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro P. Sulla,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi016.perseus-eng2,phi0474/phi016/phi0474.phi016.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro Archia Poeta,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi016.perseus-lat2,phi0474/phi016/phi0474.phi016.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro Archia Poeta,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi017.perseus-eng2,phi0474/phi017/phi0474.phi017.perseus-eng2.xml,"Cicero, Marcus Tullius",Pro L. Flacco,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi017.perseus-lat2,phi0474/phi017/phi0474.phi017.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro L. Flacco,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi018.perseus-eng2,phi0474/phi018/phi0474.phi018.perseus-eng2.xml,"Cicero, Marcus Tullius",Cum populo gratias egit,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi018.perseus-lat2,phi0474/phi018/phi0474.phi018.perseus-lat2.xml,"Cicero, Marcus Tullius",Cum populo gratias egit,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi019.perseus-eng2,phi0474/phi019/phi0474.phi019.perseus-eng2.xml,"Cicero, Marcus Tullius",Cum Senatui gratias egit,prose-section,high,prose,prose-section,commentary+section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi019.perseus-lat2,phi0474/phi019/phi0474.phi019.perseus-lat2.xml,"Cicero, Marcus Tullius",Cum Senatui gratias egit,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi020.perseus-eng1,phi0474/phi020/phi0474.phi020.perseus-eng1.xml,"Cicero, Marcus Tullius",De domo sua ad pontifices,prose-section,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:phi0474.phi020.perseus-lat2,phi0474/phi020/phi0474.phi020.perseus-lat2.xml,"Cicero, Marcus Tullius",De domo sua ad pontifices,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi021.perseus-eng1,phi0474/phi021/phi0474.phi021.perseus-eng1.xml,"Cicero, Marcus Tullius",De haruspicum responso in P. Clodium,prose-section,high,prose,prose-standard,l,review,true,prose-standard,
urn:cts:latinLit:phi0474.phi021.perseus-lat2,phi0474/phi021/phi0474.phi021.perseus-lat2.xml,"Cicero, Marcus Tullius",De haruspicum responso in P. Clodium,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi022.perseus-eng1,phi0474/phi022/phi0474.phi022.perseus-eng1.xml,"Cicero, Marcus Tullius",Pro P. Sestio,prose-section,high,prose,prose-standard,l,review,true,prose-standard,
urn:cts:latinLit:phi0474.phi022.perseus-lat2,phi0474/phi022/phi0474.phi022.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro P. Sestio,prose-section,high,prose,prose-section,section+l,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi023.perseus-eng1,phi0474/phi023/phi0474.phi023.perseus-eng1.xml,"Cicero, Marcus Tullius",Against Vatinius,prose-section,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:phi0474.phi023.perseus-lat2,phi0474/phi023/phi0474.phi023.perseus-lat2.xml,"Cicero, Marcus Tullius",Against Vatinius,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi024.perseus-eng1,phi0474/phi024/phi0474.phi024.perseus-eng1.xml,"Cicero, Marcus Tullius",Pro M. Caelio,prose-section,high,prose,prose-standard,l,review,true,prose-standard,
urn:cts:latinLit:phi0474.phi024.perseus-lat2,phi0474/phi024/phi0474.phi024.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro M. Caelio,prose-section,high,prose,prose-section,section+l,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi025.perseus-eng1,phi0474/phi025/phi0474.phi025.perseus-eng1.xml,"Cicero, Marcus Tullius",De provinciis consularibus,prose-section,high,prose,prose-standard,(none),review,true,prose-standard,
urn:cts:latinLit:phi0474.phi025.perseus-lat2,phi0474/phi025/phi0474.phi025.perseus-lat2.xml,"Cicero, Marcus Tullius",De provinciis consularibus,prose-section,high,prose,prose-section,section,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi026.perseus-eng1,phi0474/phi026/phi0474.phi026.perseus-eng1.xml,"Cicero, Marcus Tullius",Pro L. Cornelio Balbos,prose-section,high,prose,prose-standard,l,review,true,prose-standard,
urn:cts:latinLit:phi0474.phi026.perseus-lat2,phi0474/phi026/phi0474.phi026.perseus-lat2.xml,"Cicero, Marcus Tullius",Pro L. Cornelio Balbos,prose-section,high,prose,prose-section,section+l,ready,false,prose-section,
urn:cts:latinLit:phi0474.phi027.perseus-eng1,phi0474/phi027/phi0474.phi027.perseus-eng1.xml,"Cicero, Marcus Tullius",In L. Calpurnium Pisonem,prose-section,high,prose,prose-standard,l,review,true,prose-standard,
urn:cts:latinLit:phi0474.phi027.perseus-lat2,phi0474/phi027/phi0474.phi027.perseus-lat2.xml,"Cicero, Marcus Tullius",In L. Calpurnium Pisonem,prose-section,high,prose,prose-section,fragments+section+speech+l,ready,false,prose-section,
