urn,path,genre,structural_type,div_subtypes,milestone_units,issues
tlg2200.tlg00513.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00513/tlg2200.tlg00513.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00514.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00514/tlg2200.tlg00514.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00515.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00515/tlg2200.tlg00515.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00516.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00516/tlg2200.tlg00516.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00517.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00517/tlg2200.tlg00517.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00518.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00518/tlg2200.tlg00518.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00519.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00519/tlg2200.tlg00519.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00520.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00520/tlg2200.tlg00520.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00521.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00521/tlg2200.tlg00521.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00522.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00522/tlg2200.tlg00522.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00523.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00523/tlg2200.tlg00523.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00524.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00524/tlg2200.tlg00524.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00525.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00525/tlg2200.tlg00525.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00526.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00526/tlg2200.tlg00526.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00527.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00527/tlg2200.tlg00527.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00528.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00528/tlg2200.tlg00528.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00529.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00529/tlg2200.tlg00529.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00530.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00530/tlg2200.tlg00530.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00531.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00531/tlg2200.tlg00531.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00532.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00532/tlg2200.tlg00532.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00533.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00533/tlg2200.tlg00533.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00534.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00534/tlg2200.tlg00534.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00535.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00535/tlg2200.tlg00535.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00536.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00536/tlg2200.tlg00536.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00537.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00537/tlg2200.tlg00537.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00538.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00538/tlg2200.tlg00538.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00539.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00539/tlg2200.tlg00539.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00540.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00540/tlg2200.tlg00540.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00541.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00541/tlg2200.tlg00541.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00542.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00542/tlg2200.tlg00542.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00543.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00543/tlg2200.tlg00543.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00544.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00544/tlg2200.tlg00544.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00545.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00545/tlg2200.tlg00545.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00546.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00546/tlg2200.tlg00546.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00547.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00547/tlg2200.tlg00547.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00548.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00548/tlg2200.tlg00548.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00549.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00549/tlg2200.tlg00549.opp-grc1.xml,prose-oratory,div-based,chapter|section,,
tlg2200.tlg00550.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00550/tlg2200.tlg00550.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg00551.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg00551/tlg2200.tlg00551.opp-grc1.xml,prose-oratory,div-based,chapter,,
tlg2200.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2200/tlg008/tlg2200.tlg008.1st1K-grc1.xml,prose-epistolary,div-based,chapter,,
tlg2233.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2233/tlg001/tlg2233.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg2233.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2233/tlg002/tlg2233.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg2371.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2371/tlg001/tlg2371.tlg001.1st1K-grc1.xml,prose-historiography,div-based,chapter,,
tlg2583.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2583/tlg001/tlg2583.tlg001.1st1K-grc1.xml,verse-didactic,div-based,book|section,,
tlg2586.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2586/tlg001/tlg2586.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter,,
tlg2586.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2586/tlg002/tlg2586.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,chapter|paragraph,,
tlg2601.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2601/tlg001/tlg2601.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg2632.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2632/tlg001/tlg2632.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg2640.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2640/tlg001/tlg2640.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2655.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2655/tlg002/tlg2655.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg2691.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2691/tlg002/tlg2691.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2703.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2703/tlg001/tlg2703.tlg001.1st1K-grc1.xml,prose-historiography,div-based,book|chapter,,
tlg2703.tlg001.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2703/tlg001/tlg2703.tlg001.1st1K-grc2.xml,prose-historiography,mixed,book|chapter,volume,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2703.tlg001.1st1K-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2703/tlg001/tlg2703.tlg001.1st1K-lat1.xml,prose-historiography,div-based,book|chapter,,
tlg2733.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2733/tlg001/tlg2733.tlg001.1st1K-grc1.xml,prose-historiography,mixed,book|chapter,altpage,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2768.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2768/tlg001/tlg2768.tlg001.1st1K-grc1.xml,prose-historiography,div-based,book|chapter|section,,
tlg2806.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2806/tlg001/tlg2806.tlg001.1st1K-grc1.xml,prose-biography,div-based,chapter|paragraph,,
tlg2948.tlg001.1st1K-eng1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2948/tlg001/tlg2948.tlg001.1st1K-eng1.xml,prose-biography,div-based,section,,
tlg2948.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2948/tlg001/tlg2948.tlg001.1st1K-grc1.xml,prose-biography,div-based,section,,
tlg2949.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2949/tlg001/tlg2949.tlg001.1st1K-grc1.xml,prose-biography,div-based,section,,
tlg2959.tlg001.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg001/tlg2959.tlg001.opp-grc1.xml,prose-dialogue,mixed,book|chapter,altpage,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2959.tlg002.opp-ger1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg002/tlg2959.tlg002.opp-ger1.xml,prose-philosophy,div-based,chapter|section,,
tlg2959.tlg002.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg002/tlg2959.tlg002.opp-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg2959.tlg003.opp-ger1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg003/tlg2959.tlg003.opp-ger1.xml,prose-philosophy,mixed,book|chapter|section,altpage|altpage1,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg2959.tlg004.opp-ger1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg004/tlg2959.tlg004.opp-ger1.xml,prose-philosophy,div-based,chapter|section,,
tlg2959.tlg005.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg005/tlg2959.tlg005.opp-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg2959.tlg006.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg006/tlg2959.tlg006.opp-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg2959.tlg007.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg007/tlg2959.tlg007.opp-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2959.tlg008.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg008/tlg2959.tlg008.opp-grc1.xml,prose-oratory,div-based,fragment,,
tlg2959.tlg010.opp-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg010/tlg2959.tlg010.opp-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2959.tlg011.opp-ger1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg011/tlg2959.tlg011.opp-ger1.xml,prose-philosophy,div-based,chapter|section,,
tlg2959.tlg012.opp-ger1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2959/tlg012/tlg2959.tlg012.opp-ger1.xml,prose-oratory,div-based,chapter|section,,
tlg2970.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2970/tlg001/tlg2970.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg2972.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg2972/tlg001/tlg2972.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,sentence,,
tlg3118.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg3118/tlg001/tlg3118.tlg001.1st1K-grc1.xml,prose-historiography,div-based,book|paragraph,,
tlg3118.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg3118/tlg002/tlg3118.tlg002.1st1K-grc1.xml,prose-dialogue,div-based,paragraph,,
tlg3129.ogl001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg3129/ogl001/tlg3129.ogl001.1st1K-grc1.xml,unknown,div-based,paragraph,,
tlg3135.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg3135/tlg001/tlg3135.tlg001.1st1K-grc1.xml,prose-historiography,mixed,book|chapter,biblos|pagep|pagew,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg3135.tlg011.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg3135/tlg011/tlg3135.tlg011.1st1K-grc1.xml,prose-historiography,mixed,book|chapter,pagep,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg3135.tlg012.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg3135/tlg012/tlg3135.tlg012.1st1K-grc1.xml,prose-historiography,mixed,section,pagep,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg3156.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg3156/tlg001/tlg3156.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,section,,
tlg4003.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4003/tlg001/tlg4003.tlg001.1st1K-grc1.xml,prose-geography,div-based,book|section|paragraph,,
tlg4003.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4003/tlg002/tlg4003.tlg002.1st1K-grc1.xml,prose-geography,mixed,book|index|section|paragraph,textpart,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.; 1 <div type='textpart'> element(s) lack @n (subtypes: index); citation by position unreliable.
tlg4003.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4003/tlg003/tlg4003.tlg003.1st1K-grc1.xml,prose-geography,div-based,section|book|paragraph,,
tlg4013.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4013/tlg001/tlg4013.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4013.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4013/tlg003/tlg4013.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4013.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4013/tlg004/tlg4013.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4013.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4013/tlg005/tlg4013.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4015.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg001/tlg4015.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4015.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg002/tlg4015.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4015.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg004/tlg4015.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4015.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg005/tlg4015.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,book|section,,
tlg4015.tlg006.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg006/tlg4015.tlg006.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4015.tlg007.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg007/tlg4015.tlg007.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4015.tlg008.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg008/tlg4015.tlg008.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4015.tlg009.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4015/tlg009/tlg4015.tlg009.1st1K-grc1.xml,prose-philosophy,mixed,chapter,volume,Document uses both <div type='textpart'> and <milestone> elements; citation may be ambiguous.
tlg4016.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4016/tlg001/tlg4016.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,book|section,,
tlg4016.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4016/tlg002/tlg4016.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,book|chapter|section,,
tlg4016.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4016/tlg003/tlg4016.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,chapter|book|section,,
tlg4016.tlg004.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4016/tlg004/tlg4016.tlg004.1st1K-grc1.xml,prose-philosophy,div-based,chapter|book,,
tlg4016.tlg005.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4016/tlg005/tlg4016.tlg005.1st1K-grc1.xml,prose-philosophy,div-based,folio,,
tlg4017.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4017/tlg001/tlg4017.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4018.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4018/tlg001/tlg4018.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4019.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4019/tlg001/tlg4019.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4019.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4019/tlg002/tlg4019.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4019.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4019/tlg003/tlg4019.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4020.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4020/tlg001/tlg4020.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4020.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4020/tlg002/tlg4020.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4021.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4021/tlg001/tlg4021.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4021.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4021/tlg002/tlg4021.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
tlg4024.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4024/tlg001/tlg4024.tlg001.1st1K-grc1.xml,prose-historiography,div-based,book|chapter,,
tlg4024.tlg001.1st1K-lat1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4024/tlg001/tlg4024.tlg001.1st1K-lat1.xml,prose-historiography,div-based,book|chapter,,
tlg4024.tlg002.1st1K-grc2,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4024/tlg002/tlg4024.tlg002.1st1K-grc2.xml,verse-epigram,div-based,section,,
tlg4026.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4026/tlg001/tlg4026.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter|section,,
tlg4026.tlg002.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4026/tlg002/tlg4026.tlg002.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg4026.tlg003.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4026/tlg003/tlg4026.tlg003.1st1K-grc1.xml,prose-philosophy,div-based,fragment,,
tlg4027.tlg001.1st1K-grc1,/Users/wulfmanc/repos/gh/PerseusDLCode/data-local/First1KGreek/data/tlg4027/tlg001/tlg4027.tlg001.1st1K-grc1.xml,prose-philosophy,div-based,chapter,,
