urn,path,author,title,suggested_genre,confidence,family,proposed_subclass,structure_signature,match,needs_review,recommended_genre,notes
urn:cts:greekLit:tlg0001.tlg001.perseus-grc2,tlg0001/tlg001/tlg0001.tlg001.perseus-grc2.xml,Apollonius Rhodius,Argonautica,verse-epic,high,verse,verse-book-line,book+l,ready,false,verse-book-line,
urn:cts:greekLit:tlg0003.tlg001.1st1K-eng1,tlg0003/tlg001/tlg0003.tlg001.1st1K-eng1.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0003.tlg001.1st1K-eng2,tlg0003/tlg001/tlg0003.tlg001.1st1K-eng2.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+introduction+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0003.tlg001.1st1K-fre1,tlg0003/tlg001/tlg0003.tlg001.1st1K-fre1.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-book-chapter,book+chapter+introduction+l,ready,false,prose-book-chapter,
urn:cts:greekLit:tlg0003.tlg001.1st1K-fre2,tlg0003/tlg001/tlg0003.tlg001.1st1K-fre2.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:greekLit:tlg0003.tlg001.1st1K-ger1,tlg0003/tlg001/tlg0003.tlg001.1st1K-ger1.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:greekLit:tlg0003.tlg001.1st1K-ger2,tlg0003/tlg001/tlg0003.tlg001.1st1K-ger2.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:greekLit:tlg0003.tlg001.1st1K-ger3,tlg0003/tlg001/tlg0003.tlg001.1st1K-ger3.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-book-chapter,book+chapter,ready,false,prose-book-chapter,
urn:cts:greekLit:tlg0003.tlg001.1st1K-ger4,tlg0003/tlg001/tlg0003.tlg001.1st1K-ger4.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+section,ready,false,prose-standard,
urn:cts:greekLit:tlg0003.tlg001.1st1K-ita1,tlg0003/tlg001/tlg0003.tlg001.1st1K-ita1.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-book-chapter,book+chapter+introduction+l,ready,false,prose-book-chapter,
urn:cts:greekLit:tlg0003.tlg001.1st1K-lat2,tlg0003/tlg001/tlg0003.tlg001.1st1K-lat2.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0003.tlg001.perseus-eng4,tlg0003/tlg001/tlg0003.tlg001.perseus-eng4.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0003.tlg001.perseus-eng6,tlg0003/tlg001/tlg0003.tlg001.perseus-eng6.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0003.tlg001.perseus-grc2,tlg0003/tlg001/tlg0003.tlg001.perseus-grc2.xml,Thucydides,History of the Peloponnesian War,prose-historiography,medium,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0004.tlg001.perseus-eng2,tlg0004/tlg001/tlg0004.tlg001.perseus-eng2.xml,Diogenes Laertius,Vitae philosophorum,prose-biography,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0004.tlg001.perseus-grc2,tlg0004/tlg001/tlg0004.tlg001.perseus-grc2.xml,Diogenes Laertius,Vitae philosophorum,prose-biography,high,prose,prose-standard,book+chapter+section+l,ready,false,prose-standard,
urn:cts:greekLit:tlg0005.tlg001.perseus-grc2,tlg0005/tlg001/tlg0005.tlg001.perseus-grc2.xml,Theocritus,Εἰδύλλια,verse-lyric-monodic,medium,verse,verse-stichic,poem+l,ready,false,verse-stichic,
urn:cts:greekLit:tlg0005.tlg002.perseus-grc2,tlg0005/tlg002/tlg0005.tlg002.perseus-grc2.xml,Theocritus,Ἐπιγράμματα,verse-epigram,high,verse,verse-stichic,poem+l,ready,false,verse-stichic,
urn:cts:greekLit:tlg0006.tlg001.perseus-eng2,tlg0006/tlg001/tlg0006.tlg001.perseus-eng2.xml,Euripides,Cyclops,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+mesode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg001.perseus-grc2,tlg0006/tlg001/tlg0006.tlg001.perseus-grc2.xml,Euripides,Cyclops,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+mesode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg002.perseus-eng2,tlg0006/tlg002/tlg0006.tlg002.perseus-eng2.xml,Euripides,Alcestis,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg002.perseus-grc2,tlg0006/tlg002/tlg0006.tlg002.perseus-grc2.xml,Euripides,Alcestis,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg003.perseus-eng2,tlg0006/tlg003/tlg0006.tlg003.perseus-eng2.xml,Euripides,Medea,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg003.perseus-grc2,tlg0006/tlg003/tlg0006.tlg003.perseus-grc2.xml,Euripides,Medea,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg004.perseus-eng2,tlg0006/tlg004/tlg0006.tlg004.perseus-eng2.xml,Euripides,Heracleidae,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg004.perseus-grc2,tlg0006/tlg004/tlg0006.tlg004.perseus-grc2.xml,Euripides,Heracleidae,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg005.perseus-eng2,tlg0006/tlg005/tlg0006.tlg005.perseus-eng2.xml,Euripides,Hippolytus,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+dialogue+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg005.perseus-grc2,tlg0006/tlg005/tlg0006.tlg005.perseus-grc2.xml,Euripides,Hippolytus,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+dialogue+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg006.perseus-eng2,tlg0006/tlg006/tlg0006.tlg006.perseus-eng2.xml,Euripides,Andromache,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+elegiacs+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg006.perseus-grc2,tlg0006/tlg006/tlg0006.tlg006.perseus-grc2.xml,Euripides,Andromache,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+elegiacs+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg007.perseus-eng2,tlg0006/tlg007/tlg0006.tlg007.perseus-eng2.xml,Euripides,Hecuba,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambics+lyric+mesode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg007.perseus-grc2,tlg0006/tlg007/tlg0006.tlg007.perseus-grc2.xml,Euripides,Hecuba,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambics+lyric+mesode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg008.perseus-eng2,tlg0006/tlg008/tlg0006.tlg008.perseus-eng2.xml,Euripides,Suppliants,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+hexameter+iambic+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg008.perseus-grc2,tlg0006/tlg008/tlg0006.tlg008.perseus-grc2.xml,Euripides,Suppliants,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+hexameter+iambic+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg009.perseus-eng2,tlg0006/tlg009/tlg0006.tlg009.perseus-eng2.xml,Euripides,Heracles,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+ephymnion+episode+epode+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg009.perseus-grc2,tlg0006/tlg009/tlg0006.tlg009.perseus-grc2.xml,Euripides,Heracles,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+ephymnion+episode+epode+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg010.perseus-eng2,tlg0006/tlg010/tlg0006.tlg010.perseus-eng2.xml,Euripides,Ion,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg010.perseus-grc2,tlg0006/tlg010/tlg0006.tlg010.perseus-grc2.xml,Euripides,Ion,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg011.perseus-eng2,tlg0006/tlg011/tlg0006.tlg011.perseus-eng2.xml,Euripides,The Trojan Women,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg011.perseus-grc2,tlg0006/tlg011/tlg0006.tlg011.perseus-grc2.xml,Euripides,The Trojan Women,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg012.perseus-eng2,tlg0006/tlg012/tlg0006.tlg012.perseus-eng2.xml,Euripides,Electra,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+mesode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg012.perseus-grc2,tlg0006/tlg012/tlg0006.tlg012.perseus-grc2.xml,Euripides,Electra,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+mesode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg013.perseus-eng2,tlg0006/tlg013/tlg0006.tlg013.perseus-eng2.xml,Euripides,Iphigenia in Tauris,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg013.perseus-grc2,tlg0006/tlg013/tlg0006.tlg013.perseus-grc2.xml,Euripides,Iphigenia in Tauris,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg014.perseus-eng2,tlg0006/tlg014/tlg0006.tlg014.perseus-eng2.xml,Euripides,Helen,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+dialogue+episode+epode+hexameter+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg014.perseus-grc2,tlg0006/tlg014/tlg0006.tlg014.perseus-grc2.xml,Euripides,Helen,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+dialogue+episode+epode+hexameter+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg015.perseus-eng2,tlg0006/tlg015/tlg0006.tlg015.perseus-eng2.xml,Euripides,Phoenissae,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+mesode+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg015.perseus-grc2,tlg0006/tlg015/tlg0006.tlg015.perseus-grc2.xml,Euripides,Phoenissae,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+mesode+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg016.perseus-eng2,tlg0006/tlg016/tlg0006.tlg016.perseus-eng2.xml,Euripides,Orestes,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg016.perseus-grc2,tlg0006/tlg016/tlg0006.tlg016.perseus-grc2.xml,Euripides,Orestes,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+iambic+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg017.perseus-eng2,tlg0006/tlg017/tlg0006.tlg017.perseus-eng2.xml,Euripides,Bacchae,attic-tragedy,high,drama,drama-line,antistrophe+choral+episode+epode+lyric+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg017.perseus-grc2,tlg0006/tlg017/tlg0006.tlg017.perseus-grc2.xml,Euripides,Bacchae,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+epode+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg018.perseus-eng2,tlg0006/tlg018/tlg0006.tlg018.perseus-eng2.xml,Euripides,Iphigenia in Aulis,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+dialogue+episode+epode+lyric+mesode+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg018.perseus-grc2,tlg0006/tlg018/tlg0006.tlg018.perseus-grc2.xml,Euripides,Iphigenia in Aulis,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+dialogue+episode+epode+lyric+mesode+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg019.perseus-eng3,tlg0006/tlg019/tlg0006.tlg019.perseus-eng3.xml,Euripides,Rhesus,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg019.perseus-eng4,tlg0006/tlg019/tlg0006.tlg019.perseus-eng4.xml,Euripides,Rhesus,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+strophe+l,ready,false,drama-line,
urn:cts:greekLit:tlg0006.tlg019.perseus-grc2,tlg0006/tlg019/tlg0006.tlg019.perseus-grc2.xml,Euripides,Rhesus,attic-tragedy,high,drama,drama-line,anapests+antistrophe+choral+episode+iambic+iambics+lyric+strophe+trochees+l,ready,false,drama-line,
urn:cts:greekLit:tlg0007.tlg001.perseus-eng3,tlg0007/tlg001/tlg0007.tlg001.perseus-eng3.xml,Plutarch,Theseus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg001.perseus-grc2,tlg0007/tlg001/tlg0007.tlg001.perseus-grc2.xml,Plutarch,Theseus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg002.perseus-eng2,tlg0007/tlg002/tlg0007.tlg002.perseus-eng2.xml,Plutarch,Romulus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg002.perseus-grc2,tlg0007/tlg002/tlg0007.tlg002.perseus-grc2.xml,Plutarch,Romulus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg003.perseus-eng2,tlg0007/tlg003/tlg0007.tlg003.perseus-eng2.xml,Plutarch,Comparison of Theseus and Romulus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg003.perseus-grc2,tlg0007/tlg003/tlg0007.tlg003.perseus-grc2.xml,Plutarch,Comparison of Theseus and Romulus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg004.perseus-eng2,tlg0007/tlg004/tlg0007.tlg004.perseus-eng2.xml,Plutarch,Lycurgus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg004.perseus-grc2,tlg0007/tlg004/tlg0007.tlg004.perseus-grc2.xml,Plutarch,Lycurgus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg005.perseus-eng2,tlg0007/tlg005/tlg0007.tlg005.perseus-eng2.xml,Plutarch,Numa,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg005.perseus-grc2,tlg0007/tlg005/tlg0007.tlg005.perseus-grc2.xml,Plutarch,Numa,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg006.perseus-eng2,tlg0007/tlg006/tlg0007.tlg006.perseus-eng2.xml,Plutarch,Comparison of Lycurgus and Numa,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg006.perseus-grc2,tlg0007/tlg006/tlg0007.tlg006.perseus-grc2.xml,Plutarch,Comparison of Lycurgus and Numa,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg007.perseus-eng2,tlg0007/tlg007/tlg0007.tlg007.perseus-eng2.xml,Plutarch,Solon,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg007.perseus-grc2,tlg0007/tlg007/tlg0007.tlg007.perseus-grc2.xml,Plutarch,Solon,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg008.perseus-eng2,tlg0007/tlg008/tlg0007.tlg008.perseus-eng2.xml,Plutarch,Publicola,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg008.perseus-grc2,tlg0007/tlg008/tlg0007.tlg008.perseus-grc2.xml,Plutarch,Publicola,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg009.perseus-eng2,tlg0007/tlg009/tlg0007.tlg009.perseus-eng2.xml,Plutarch,Comparison of Solon and Publicola,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg009.perseus-grc2,tlg0007/tlg009/tlg0007.tlg009.perseus-grc2.xml,Plutarch,Comparison of Solon and Publicola,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg010.perseus-eng2,tlg0007/tlg010/tlg0007.tlg010.perseus-eng2.xml,Plutarch,Themistocles,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg010.perseus-grc2,tlg0007/tlg010/tlg0007.tlg010.perseus-grc2.xml,Plutarch,Themistocles,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg011.perseus-eng2,tlg0007/tlg011/tlg0007.tlg011.perseus-eng2.xml,Plutarch,Camillus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg011.perseus-grc2,tlg0007/tlg011/tlg0007.tlg011.perseus-grc2.xml,Plutarch,Camillus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg012.perseus-eng2,tlg0007/tlg012/tlg0007.tlg012.perseus-eng2.xml,Plutarch,Pericles,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg012.perseus-grc2,tlg0007/tlg012/tlg0007.tlg012.perseus-grc2.xml,Plutarch,Pericles,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg013.perseus-eng2,tlg0007/tlg013/tlg0007.tlg013.perseus-eng2.xml,Plutarch,Fabius Maximus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg013.perseus-grc2,tlg0007/tlg013/tlg0007.tlg013.perseus-grc2.xml,Plutarch,Fabius Maximus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg014.perseus-eng2,tlg0007/tlg014/tlg0007.tlg014.perseus-eng2.xml,Plutarch,Comparison of Pericles and Fabius Maximus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg014.perseus-grc2,tlg0007/tlg014/tlg0007.tlg014.perseus-grc2.xml,Plutarch,Comparison of Pericles and Fabius Maximus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg015.perseus-eng2,tlg0007/tlg015/tlg0007.tlg015.perseus-eng2.xml,Plutarch,Alcibiades,prose-biography,medium,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg015.perseus-grc2,tlg0007/tlg015/tlg0007.tlg015.perseus-grc2.xml,Plutarch,Alcibiades,prose-biography,medium,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg016.perseus-eng2,tlg0007/tlg016/tlg0007.tlg016.perseus-eng2.xml,Plutarch,Caius Marcius Coriolanus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg016.perseus-grc2,tlg0007/tlg016/tlg0007.tlg016.perseus-grc2.xml,Plutarch,Caius Marcius Coriolanus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg017.perseus-eng2,tlg0007/tlg017/tlg0007.tlg017.perseus-eng2.xml,Plutarch,Comparison of Alcibiades and Coriolanus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg017.perseus-grc2,tlg0007/tlg017/tlg0007.tlg017.perseus-grc2.xml,Plutarch,Comparison of Alcibiades and Coriolanus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg018.perseus-eng2,tlg0007/tlg018/tlg0007.tlg018.perseus-eng2.xml,Plutarch,Timoleon,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg018.perseus-grc2,tlg0007/tlg018/tlg0007.tlg018.perseus-grc2.xml,Plutarch,Timoleon,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg019.perseus-eng2,tlg0007/tlg019/tlg0007.tlg019.perseus-eng2.xml,Plutarch,Aemilius Paulus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg019.perseus-grc2,tlg0007/tlg019/tlg0007.tlg019.perseus-grc2.xml,Plutarch,Aemilius Paulus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg020.perseus-eng2,tlg0007/tlg020/tlg0007.tlg020.perseus-eng2.xml,Plutarch,Comparison of Timoleon and Aemilius,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg020.perseus-grc2,tlg0007/tlg020/tlg0007.tlg020.perseus-grc2.xml,Plutarch,Comparison of Timoleon and Aemilius,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg021.perseus-eng2,tlg0007/tlg021/tlg0007.tlg021.perseus-eng2.xml,Plutarch,Pelopidas,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg021.perseus-grc2,tlg0007/tlg021/tlg0007.tlg021.perseus-grc2.xml,Plutarch,Pelopidas,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg022.perseus-eng2,tlg0007/tlg022/tlg0007.tlg022.perseus-eng2.xml,Plutarch,Marcellus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg022.perseus-grc2,tlg0007/tlg022/tlg0007.tlg022.perseus-grc2.xml,Plutarch,Marcellus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg023.perseus-eng2,tlg0007/tlg023/tlg0007.tlg023.perseus-eng2.xml,Plutarch,Comparison of Pelopidas and Marcellus,prose-biography,high,prose,prose-chapter-section,chapter+section,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg023.perseus-grc2,tlg0007/tlg023/tlg0007.tlg023.perseus-grc2.xml,Plutarch,Comparison of Pelopidas and Marcellus,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg024.perseus-eng2,tlg0007/tlg024/tlg0007.tlg024.perseus-eng2.xml,Plutarch,Aristides,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg024.perseus-grc2,tlg0007/tlg024/tlg0007.tlg024.perseus-grc2.xml,Plutarch,Aristides,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg025.perseus-eng2,tlg0007/tlg025/tlg0007.tlg025.perseus-eng2.xml,Plutarch,Marcus Cato,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg025.perseus-grc2,tlg0007/tlg025/tlg0007.tlg025.perseus-grc2.xml,Plutarch,Marcus Cato,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg026.perseus-eng2,tlg0007/tlg026/tlg0007.tlg026.perseus-eng2.xml,Plutarch,Comparison of Aristides and Marcus Cato,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
urn:cts:greekLit:tlg0007.tlg026.perseus-grc2,tlg0007/tlg026/tlg0007.tlg026.perseus-grc2.xml,Plutarch,Comparison of Aristides and Marcus Cato,prose-biography,high,prose,prose-chapter-section,chapter+section+l,ready,false,prose-chapter-section,
